fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Id
-0.5296903188798319,0.9758101138971086,-1.371035915180096,-0.5221183148029199,-0.2545906015731577,-0.4570587533791379,-0.3711470262410234,0.5674402878898914,1.31887269756491,-0.6207487771317914,-0.9766559417390231,5,0
-0.29415883505769225,2.0105672870548266,-1.371035915180096,0.08231154718465483,0.3041712132915792,0.9501281964184505,0.6829770415866306,0.03676003103461506,-0.7283316834156033,0.16564782863126085,-0.6009895453125463,5,1
-0.29415883505769225,1.3207291716163483,-1.1663609264710448,-0.17672982223859166,0.15178162741937812,-0.05500533915125556,0.267716045169676,0.14289608240565857,-0.33209857741937693,-0.030951322809502416,-0.6009895453125463,5,2
1.7078587774304967,-1.4386232901375662,1.4944139267466194,-0.5221183148029199,-0.27998886588519123,0.14602136796268564,0.45937496659288585,0.673576339260935,-0.9924870874130894,-0.48968267617128336,-0.6009895453125463,6,3
-0.5296903188798319,0.9758101138971086,-1.371035915180096,-0.5221183148029199,-0.2545906015731577,-0.4570587533791379,-0.3711470262410234,0.5674402878898914,1.31887269756491,-0.6207487771317914,-0.9766559417390231,5,4
-0.5296903188798319,0.7458640754176161,-1.371035915180096,-0.6084654379440019,-0.27998886588519123,-0.25603204626519677,-0.17948810481781355,0.5674402878898914,1.31887269756491,-0.6207487771317914,-0.9766559417390231,5,5
-0.23527596410215695,0.40094501769837654,-1.0640234321165194,-0.781159684226166,-0.4323784517573919,-0.05500533915125556,0.4274318130223509,-0.17551207170753086,-0.06794317342189075,-1.2760792819343352,-0.9766559417390231,5,6
-0.5885731898353671,0.6883775657977429,-1.371035915180096,-0.9538539305083303,-0.5339715090055259,-0.05500533915125556,-0.786408022657978,-1.1307365340469813,0.5264064855724546,-1.2105462314540811,-0.41315634709930876,7,7
-0.29415883505769225,0.28597199845863,-1.2686984208255705,-0.43577119166183775,-0.33078539450925826,-0.6580854604930791,-0.882237483369583,0.03676003103461506,0.3282899325743385,-0.5552157266515377,-0.8827393426324044,7,8
-0.9418704155685768,0.28597199845863,-0.9616859377619937,-0.6084654379440019,0.2787729489795432,-0.05500533915125556,0.6190907344455607,-0.4408522001351396,-0.20002087542063385,-0.7518148780923003,-1.1644891399522623,5,10
-1.5895819960794617,0.48717478212818643,-1.371035915180096,-0.781159684226166,0.07558683448327759,0.045508014405715044,0.4274318130223509,-1.2899406111036054,1.7811446545605125,-0.8828809790528092,-0.5070729462059276,5,12
-0.29415883505769225,0.4584315273182498,0.11285775296052425,-0.781159684226166,0.710543442284115,-0.6580854604930791,-0.5308627940936983,0.35516818514774556,-0.33209857741937693,3.8564692316791676,-1.2584057390588812,5,13
0.1180212616310527,-1.4386232901375662,1.4944139267466194,-0.6084654379440019,0.15178162741937812,1.9552617319881564,1.8329305701258896,0.08982805672013681,-0.06794317342189075,0.624379181993041,0.056426648433786857,7,16
-0.23527596410215695,-1.2086772516580733,1.2385701908603053,-0.6084654379440019,6.475949441115718,0.14602136796268564,0.331602352310746,0.08982805672013681,-1.784953299405548,2.7869698478414353,-1.1644891399522623,6,19
-0.4119245769687623,-0.8062716843189608,0.21519524731504988,-0.17672982223859166,-0.1022010157009591,0.7491014893045093,0.8107496558687706,0.7797123906319785,1.3849115485642831,-0.030951322809502416,-0.6949061444191668,5,21
-0.23527596410215695,-0.5763256458394681,-0.29649222445757784,-0.781159684226166,0.5073573277878469,-0.5575721069361086,-0.2753175655294185,-0.06937602033642844,-0.9264482364137193,1.672907989677111,-0.8827393426324044,5,22
0.1180212616310527,-0.23140658812022877,-0.8081796962302056,-0.17672982223859166,-0.05140448707688962,-0.6580854604930791,0.6829770415866306,0.03676003103461506,-0.9264482364137193,-0.8173479285725547,-0.9766559417390231,5,23
