volatile acidity,total sulfur dioxide,sulphates,alcohol,pH,density,quality
0.976573683219378,-0.3713848042588016,-0.6523852860923667,-0.9716134098289898,1.3175322277637904,0.5835807217107951,5
2.0098882599479992,0.7300236504990503,0.2272958566566405,-0.5971430959812198,-0.7257152961487777,0.0407745721776364,5
1.321011875462252,0.2961354713520177,0.0073755709693885,-0.5971430959812198,-0.3302480334560247,0.1493358020842561,5
-1.4344936624807372,0.4963915540352634,-0.5057717623008662,-0.5971430959812198,-0.9893601379439484,0.6921419516174148,6
0.976573683219378,-0.3713848042588016,-0.6523852860923667,-0.9716134098289898,1.3175322277637904,0.5835807217107951,5
0.7469482217241293,-0.1711287215755558,-0.6523852860923667,-0.9716134098289898,1.3175322277637904,0.5835807217107951,5
0.4025100294812553,0.4630155402547225,-1.385452905049873,-0.9716134098289898,-0.066603191660854,-0.1763478876356632,5
0.689541856350317,-0.8052729834058342,-1.3121461431541226,-0.4099079390573357,0.5265977023782813,-1.1533989567953007,7
0.2876972987336307,-0.9054010247474572,-0.5790785241966168,-0.8779958313670477,0.3288640710319019,0.0407745721776364,7
0.2876972987336307,0.6632716229379684,-0.798998809883868,-1.1588485667528756,-0.1984256125584394,-0.4477509624022124,5
0.4886195775419738,0.4630155402547225,-0.9456123336753692,-0.5035255175192779,1.7789107009053404,-1.3162408016552904,5
0.4599163948550677,-0.5382648731615065,2.573112237320659,-1.2524661452148176,-0.3302480334560247,0.3664582618974955,5
-1.4344936624807372,1.931560146598525,0.7404431899268943,0.0581799532523761,-0.066603191660854,0.0950551871309462,7
-1.204868200985488,0.3628874989130996,2.573112237320659,-1.1588485667528756,-1.7802946633294603,0.0950551871309462,6
-0.8030236433688023,0.8635277056212142,0.0073755709693885,-0.6907606744431636,1.3834434382125844,0.8007031815240344,5
-0.5733981818735533,-0.2712567629171787,1.913351380258904,-0.8779958313670477,-0.9234489274951572,-0.0677866577289832,5
-0.2289599896306796,0.7300236504990503,-0.8723055717796186,-0.9716134098289898,-0.9234489274951572,0.0407745721776364,5
-0.7456172779949899,-0.1711287215755558,-0.1392379528221128,-0.6907606744431636,0.790242544173452,0.0407745721776364,6
-0.8030236433688023,-0.7385209558447523,-0.6523852860923667,-1.065230988290932,0.1970416501343165,-0.6648734222154518,5
-0.688210912621178,-1.139033121211244,-0.4324650004051155,-0.8779958313670477,-0.1984256125584394,-0.2849091175422829,5
1.0339800485931905,-0.3380087904782606,-0.7256920479881173,-0.9716134098289898,1.0538873859686226,0.2578970319908757,5
0.6608386736634108,-0.972153052308539,-0.4324650004051155,-0.5971430959812198,0.4606864919294872,-0.1763478876356632,6
0.8330577697848478,1.2306638572071649,-0.798998809883868,-0.3162903605953937,0.2629528605831107,-0.5020315773555223,5
0.7182450390372231,2.265320284403934,0.0806823328651391,-0.5971430959812198,-0.9234489274951572,-0.0677866577289832,5
-1.204868200985488,0.1626314162298538,-0.7256920479881173,-1.1588485667528756,0.4606864919294872,-0.5563121923088321,5
0.6608386736634108,-0.9054010247474572,-0.7256920479881173,-0.7843782529051057,0.5925089128270725,1.017825641337334,6
0.4025100294812553,-1.00552906608908,-0.3591582385093648,0.339032688638204,0.7243313337246579,0.4207388768508656,6
-0.8604300087426145,-0.5048888593809655,0.593829666135393,-0.6907606744431636,-0.5279816648024013,0.0407745721776364,7
-0.4585854511259286,1.3975439261098697,1.3268972850928988,0.0581799532523761,0.1311304396855253,0.5835807217107951,5
